id;Категория;Подкатегория;Название;Name (EN);Что искать (запрос);Тип модели;Риг/особенности;Трис;Иконка;Вес, кг;Милестоун;Статус;Заметка
535;Мебель и объекты;Мебель;Лампа настольная;table lamp;low poly table lamp 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;2;M3;Нет;
536;Мебель и объекты;Мебель;Торшер;floor lamp;low poly floor lamp 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;5;M3;Нет;
537;Мебель и объекты;Мебель;Унитаз;toilet;low poly toilet 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;30;M3;Нет;
538;Мебель и объекты;Мебель;Ванна;bathtub;low poly bathtub 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;80;M3;Нет;
539;Мебель и объекты;Мебель;Раковина;bathroom sink;low poly bathroom sink 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;20;M3;Нет;
540;Мебель и объекты;Мебель;Кухонная мойка;kitchen sink;low poly kitchen sink 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;20;M3;Нет;
541;Мебель и объекты;Мебель;Стиральная машина;washing machine;low poly washing machine 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;70;M3;Нет;
542;Мебель и объекты;Мебель;Сушильная машина;dryer;low poly dryer 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;60;M3;Нет;
543;Мебель и объекты;Мебель;Верстак;workbench;low poly workbench 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;50;M3;Нет;
544;Мебель и объекты;Мебель;Камин;fireplace;low poly fireplace 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;0;M3;Нет;
545;Мебель и объекты;Мебель;Печь-буржуйка;wood stove;low poly wood stove 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;80;M3;Нет;
546;Мебель и объекты;Мебель;Барбекю-гриль;bbq grill;low poly bbq grill 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;20;M3;Нет;
547;Мебель и объекты;Мебель;Садовый стол;patio table;low poly patio table 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;15;M3;Нет;
548;Мебель и объекты;Мебель;Скамейка;park bench;low poly park bench 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;30;M3;Нет;
549;Мебель и объекты;Мебель;Зеркало;mirror;low poly mirror 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;5;M3;Нет;
550;Мебель и объекты;Мебель;Ковёр;rug;low poly rug 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;5;M3;Нет;
551;Мебель и объекты;Мебель;Шторы;curtains;low poly curtains 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;2;M3;Нет;
552;Мебель и объекты;Мебель;Часы настенные;wall clock;low poly wall clock 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;1;M3;Нет;
553;Мебель и объекты;Мебель;Картина;wall painting;low poly wall painting 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;2;M3;Нет;
554;Мебель и объекты;Мебель;Растение в горшке;potted plant;low poly potted plant 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;5;M3;Нет;
555;Мебель и объекты;Мебель;Пианино;upright piano;low poly upright piano 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;200;M3;Нет;
556;Мебель и объекты;Мебель;Больничная койка;hospital bed;low poly hospital bed 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;80;M3;Нет;
557;Мебель и объекты;Мебель;Каталка;gurney;low poly gurney 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;40;M3;Нет;
558;Мебель и объекты;Мебель;Бочка;metal barrel;low poly metal barrel 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;20;M3;Нет;
559;Мебель и объекты;Мебель;Бочка для дождевой воды;rain collector barrel;low poly rain collector barrel 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;20;M3;Нет;крафт
560;Мебель и объекты;Мебель;Генератор;portable generator;low poly portable generator 3d model;Мебель / объект мира;статичная, коллайдер;500-2000;нет;40;M3;Нет;можно переносить
561;Здания и постройки;Модульный кит;Стена (кирпич);modular brick wall;low poly modular brick wall 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
562;Здания и постройки;Модульный кит;Стена (сайдинг);modular wooden siding wall;low poly modular wooden siding wall 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
563;Здания и постройки;Модульный кит;Стена внутренняя;modular interior wall;low poly modular interior wall 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
564;Здания и постройки;Модульный кит;Стена с окном;modular wall with window;low poly modular wall with window 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
565;Здания и постройки;Модульный кит;Стена с дверным проёмом;modular wall with doorway;low poly modular wall with doorway 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
566;Здания и постройки;Модульный кит;Угол стены;modular wall corner;low poly modular wall corner 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
567;Здания и постройки;Модульный кит;Пол (дерево);modular wooden floor tile;low poly modular wooden floor tile 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
568;Здания и постройки;Модульный кит;Пол (плитка);modular tile floor;low poly modular tile floor 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
569;Здания и постройки;Модульный кит;Крыша (скат);modular roof;low poly modular roof 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
570;Здания и постройки;Модульный кит;Лестница внутренняя;modular stairs;low poly modular stairs 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
571;Здания и постройки;Модульный кит;Дверь межкомнатная;interior door;low poly interior door 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
572;Здания и постройки;Модульный кит;Дверь входная;front door;low poly front door 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
573;Здания и постройки;Модульный кит;Дверь гаражная;garage door;low poly garage door 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
574;Здания и постройки;Модульный кит;Окно;window with glass;low poly window with glass 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
575;Здания и постройки;Модульный кит;Окно разбитое;broken window;low poly broken window 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;вариант
576;Здания и постройки;Модульный кит;Забор деревянный;wooden fence;low poly wooden fence 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
577;Здания и постройки;Модульный кит;Забор сетка;chain link fence;low poly chain link fence 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
578;Здания и постройки;Модульный кит;Ворота;fence gate;low poly fence gate 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M1;Нет;
579;Здания и постройки;Постройки игрока;Деревянная стена (рама);wooden wall frame;low poly wooden wall frame 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
580;Здания и постройки;Постройки игрока;Деревянная стена ур.1-3;wooden plank wall;low poly wooden plank wall 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;3 варианта
581;Здания и постройки;Постройки игрока;Деревянная дверь самодельная;makeshift wooden door;low poly makeshift wooden door 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
582;Здания и постройки;Постройки игрока;Деревянный пол;wooden floor platform;low poly wooden floor platform 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
583;Здания и постройки;Постройки игрока;Деревянная лестница;wooden stairs;low poly wooden stairs 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
584;Здания и постройки;Постройки игрока;Ящик-хранилище самодельный;wooden storage crate;low poly wooden storage crate 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
585;Здания и постройки;Постройки игрока;Баррикада на окно (доски);boarded window planks;low poly boarded window planks 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;4 стадии
586;Здания и постройки;Постройки игрока;Баррикада металлом;metal sheet barricade;low poly metal sheet barricade 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
587;Здания и постройки;Постройки игрока;Костёр;campfire;low poly campfire 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
588;Здания и постройки;Постройки игрока;Грядка;garden plot dirt;low poly garden plot dirt 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;стадии роста растений
589;Здания и постройки;Постройки игрока;Металлическая стена;metal wall;low poly metal wall 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
590;Здания и постройки;Постройки игрока;Мешки с песком (стена);sandbag wall;low poly sandbag wall 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M6;Нет;
591;Здания и постройки;Растения (стадии);Морковь (4 стадии);carrot plant growth stages;low poly carrot plant growth stages 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M7;Нет;
592;Здания и постройки;Растения (стадии);Картофель (4 стадии);potato plant;low poly potato plant 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M7;Нет;
593;Здания и постройки;Растения (стадии);Капуста (4 стадии);cabbage plant;low poly cabbage plant 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M7;Нет;
594;Здания и постройки;Растения (стадии);Томат (4 стадии);tomato plant;low poly tomato plant 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M7;Нет;
595;Здания и постройки;Растения (стадии);Клубника (4 стадии);strawberry plant;low poly strawberry plant 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M7;Нет;
596;Здания и постройки;Растения (стадии);Тыква (4 стадии);pumpkin plant;low poly pumpkin plant 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M7;Нет;
597;Здания и постройки;Растения (стадии);Кукуруза (4 стадии);corn plant;low poly corn plant 3d model;Модуль здания / постройка;статичная, сетка 1 м;100-1000;нет;0;M7;Нет;
598;Транспорт;Машины;Седан;90s sedan car;low poly 90s sedan car 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;1300;M8;Нет;
599;Транспорт;Машины;Хэтчбек;90s hatchback;low poly 90s hatchback 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;1100;M8;Нет;
600;Транспорт;Машины;Пикап;90s pickup truck;low poly 90s pickup truck 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;1800;M8;Нет;
601;Транспорт;Машины;Внедорожник;90s suv;low poly 90s suv 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;2000;M8;Нет;
602;Транспорт;Машины;Фургон;cargo van;low poly cargo van 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;2200;M8;Нет;
603;Транспорт;Машины;Полицейская машина;police car 90s;low poly police car 90s 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;1500;M8;Нет;
604;Транспорт;Машины;Скорая помощь;ambulance;low poly ambulance 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;3000;M8;Нет;
605;Транспорт;Машины;Спорткар;90s sports car;low poly 90s sports car 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;1300;M8;Нет;
606;Транспорт;Машины;Школьный автобус;school bus;low poly school bus 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;10000;M8;Нет;бэклог
607;Транспорт;Машины;Военный грузовик;military truck;low poly military truck 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;6000;M8;Нет;бэклог
608;Транспорт;Машины;Сгоревшая машина;burnt car wreck;low poly burnt car wreck 3d model;Машина;колёса и двери отдельными частями;8000-15000;нет;1000;M8;Нет;декор
609;Транспорт;Запчасти;Колесо;car wheel tire;low poly car wheel tire 3d model;Запчасть;статичная;300-800;да;15;M8;Нет;
610;Транспорт;Запчасти;Двигатель (блок);car engine;low poly car engine 3d model;Запчасть;статичная;300-800;да;150;M8;Нет;не переносится
611;Транспорт;Запчасти;Тормозные колодки;brake pads;low poly brake pads 3d model;Запчасть;статичная;300-800;да;1;M8;Нет;
612;Транспорт;Запчасти;Амортизатор;shock absorber;low poly shock absorber 3d model;Запчасть;статичная;300-800;да;3;M8;Нет;
613;Транспорт;Запчасти;Глушитель;car muffler;low poly car muffler 3d model;Запчасть;статичная;300-800;да;8;M8;Нет;
614;Транспорт;Запчасти;Лобовое стекло;car windshield;low poly car windshield 3d model;Запчасть;статичная;300-800;да;15;M8;Нет;
615;Транспорт;Запчасти;Автомобильная дверь;car door;low poly car door 3d model;Запчасть;статичная;300-800;да;25;M8;Нет;
616;Транспорт;Запчасти;Капот;car hood;low poly car hood 3d model;Запчасть;статичная;300-800;да;15;M8;Нет;
617;Транспорт;Запчасти;Автомобильное сиденье;car seat;low poly car seat 3d model;Запчасть;статичная;300-800;да;15;M8;Нет;
618;Транспорт;Запчасти;Бензобак;car gas tank;low poly car gas tank 3d model;Запчасть;статичная;300-800;да;10;M8;Нет;
619;Персонажи;Базовые модели;Тело мужское (модульное);male base mesh;low poly male base mesh 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;голова, торс, руки L/R, ноги L/R отдельно
620;Персонажи;Базовые модели;Тело женское (модульное);female base mesh;low poly female base mesh 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;
621;Персонажи;Базовые модели;Зомби мужчина;male zombie;low poly male zombie 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;текстура гнили
622;Персонажи;Базовые модели;Зомби женщина;female zombie;low poly female zombie 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;
623;Персонажи;Базовые модели;Причёски (5-10);hairstyle hair mesh;low poly hairstyle hair mesh 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;
624;Персонажи;Базовые модели;Бороды (3-5);beard mesh;low poly beard mesh 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;
625;Персонажи;Базовые модели;Культи конечностей;severed limb stump;low poly severed limb stump 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;для расчленёнки
626;Персонажи;Базовые модели;Оторванные конечности;severed arm leg gore;low poly severed arm leg gore 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;
627;Персонажи;Базовые модели;Мешок с трупом;body bag with corpse;low poly body bag with corpse 3d model;Одежда на персонаже;скиннинг на общий скелет;1000-3000;да;0;M1;Нет;
